city,lat,lng,country,population
Kalamazoo,42.2749,-85.5882,United States,215193.0
Regina,50.4547,-104.6067,Canada,215106.0
Thousand Oaks,34.1914,-118.8755,United States,215029.0
La Victoria,10.2278,-67.3336,Venezuela,214492.0
Shimla,31.1033,77.1722,India,206575.0
Mohammedia,33.6833,-7.3833,Morocco,208612.0
Babruysk,53.15,29.2333,Belarus,212200.0
Roanoke,37.2785,-79.958,United States,214674.0
Osan,37.145,127.0694,"Korea, South",213840.0
Geneva,46.2,6.15,Switzerland,201818.0
Fontana,34.0968,-117.4599,United States,214547.0
Sikasso,11.3167,-5.6667,Mali,213977.0
Alvorada,-29.99,-51.0839,Brazil,211352.0
Warnes,-17.5103,-63.1647,Bolivia,214216.0
Ciudad Madero,22.25,-97.8333,Mexico,209175.0
Oberhausen,51.4699,6.8514,Germany,210829.0
El Tigre,8.8858,-64.2611,Venezuela,213524.0
Jerez de la Frontera,36.6817,-6.1378,Spain,213105.0
Jalālābād,34.4303,70.4528,Afghanistan,205423.0
Moreno Valley,33.9244,-117.2045,United States,213055.0
Sidi Bel Abbès,35.2,-0.6333,Algeria,212935.0
Limbe,4.0167,9.2167,Cameroon,212474.0
Kure,34.2492,132.5658,Japan,212159.0
Tumaco,1.8067,-78.7647,Colombia,212692.0
Padova,45.4064,11.8778,Italy,210440.0
Pamplona,42.8167,-1.65,Spain,203944.0
Arroyo Naranjo,23.0436,-82.3328,Cuba,210053.0
Ploieşti,44.9386,26.0225,Romania,209945.0
Criciúma,-28.6775,-49.3697,Brazil,211369.0
Metepec,19.2511,-99.6047,Mexico,206005.0
Rio Grande,-32.035,-52.0989,Brazil,211965.0
Pskov,57.8167,28.3333,Russia,209840.0
Bila Tserkva,49.7956,30.1167,Ukraine,208944.0
Chungju,36.9706,127.9322,"Korea, South",211005.0
Babylon,40.6924,-73.3585,United States,211207.0
Tunja,5.5403,-73.3614,Colombia,209263.0
Barrancabermeja,7.0675,-73.8472,Colombia,210729.0
Cachoeiro de Itapemirim,-20.8489,-41.1128,Brazil,210589.0
Santa Cruz,28.4667,-16.25,Spain,209194.0
San-Pédro,4.7704,-6.64,Côte D’Ivoire,210273.0
Bukit Mertajam,5.3631,100.4667,Malaysia,210000.0
Ijebu-Ode,6.8204,3.92,Nigeria,209175.0
Cork,51.9,-8.4731,Ireland,208669.0
Guarenas,10.4739,-66.5383,Venezuela,208663.0
Taisheng,23.2938,113.353,China,208589.0
Rostock,54.0833,12.1333,Germany,208886.0
Dongning,44.0608,131.1187,China,210000.0
Moratuwa,6.7804,79.88,Sri Lanka,200000.0
Burutu,5.3533,5.5083,Nigeria,209666.0
Ich’ŏn,37.2792,127.4425,"Korea, South",209003.0
Puerto Cabello,10.4667,-68.0167,Venezuela,209080.0
Beersheba,31.2589,34.7978,Israel,209000.0
Nasīm Shahr,35.5644,51.1647,Iran,200393.0
North Port,27.0577,-82.1975,United States,209070.0
Almere,52.3758,5.2256,Netherlands,207904.0
Lubuklinggau,-3.2967,102.8617,Indonesia,208225.0
Qinā,26.1667,32.7167,Egypt,201191.0
Mary,37.6,61.8333,Turkmenistan,208682.0
Fargo,46.8652,-96.8292,United States,208675.0
Huangyan,28.65,121.25,China,198713.0
Santa Clara,22.4067,-79.9531,Cuba,207963.0
Kharagpur,22.3302,87.3237,India,207604.0
Northcote,-36.7913,174.7758,New Zealand,205605.0
Waitakere,-36.849,174.543,New Zealand,208100.0
Monywa,22.1083,95.1358,Myanmar,207489.0
Dindigul,10.35,77.95,India,207327.0
Morogoro,-6.8242,37.6633,Tanzania,207000.0
Green Bay,44.515,-87.9896,United States,207557.0
Cidade de Nacala,-14.55,40.6833,Mozambique,206449.0
Talca,-35.4266,-71.6661,Chile,206069.0
Portoviejo,-1.0544,-80.4544,Ecuador,206682.0
Spring Valley,36.0987,-115.2619,United States,207127.0
Pingzhen,24.9439,121.2161,Taiwan,201632.0
Linz,48.3,14.2833,Austria,204846.0
Trieste,45.6503,13.7703,Italy,204338.0
Phan Thiết,10.9375,108.1583,Vietnam,205333.0
Kalemie,-5.9147,29.1939,Congo (Kinshasa),206257.0
Biskra,34.85,5.7333,Algeria,204661.0
Kamirenjaku,35.6833,139.5594,Japan,194460.0
Ingrāj Bāzār,25.0,88.15,India,205521.0
Banī Suwayf,29.0667,31.0833,Egypt,193048.0
Ellore,16.7,81.1,India,203780.0
León,42.6056,-5.57,Spain,202793.0
Mytishchi,55.9167,37.7333,Russia,205397.0
Zanzibar,-6.1667,39.2,Tanzania,205870.0
Jiutai,44.1447,125.8443,China,205399.0
Qā’em Shahr,36.4611,52.8606,Iran,204953.0
Bolu,40.7333,31.6,Turkey,205525.0
Amarillo,35.1988,-101.8311,United States,205603.0
Ziguinchor,12.5833,-16.2667,Senegal,205294.0
Ternate,0.7833,127.3667,Indonesia,204215.0
Puqi,29.7204,113.88,China,205164.0
Bené Beraq,32.0807,34.8338,Israel,193774.0
Passo Fundo,-28.2628,-52.4069,Brazil,204722.0
La Ceiba,15.78,-86.7878,Honduras,196856.0
Yachiyo,35.7225,140.0997,Japan,200538.0
Coquimbo,-29.9532,-71.338,Chile,204068.0
Mandi Burewala,30.15,72.6833,Pakistan,203454.0
Marawi City,8.0,124.3,Philippines,201785.0
Erfurt,50.9787,11.0328,Germany,203254.0
Portland,43.6773,-70.2715,United States,203969.0
Groningen,53.2167,6.5667,Netherlands,201462.0
Biysk,52.5167,85.1667,Russia,203108.0
Charleroi,50.4167,4.4442,Belgium,201816.0
La Romana,18.43,-68.97,Dominican Republic,202488.0
Mazabuka,-15.8667,27.7667,Zambia,203219.0
Poza Rica de Hidalgo,20.5333,-97.45,Mexico,200119.0
Toruń,53.0167,18.6167,Poland,201447.0
Tanjungpinang,0.9188,104.4554,Indonesia,203008.0
Zhubei,24.8333,121.0,Taiwan,200000.0
Djougou,9.7004,1.68,Benin,202810.0
Luxor,25.6969,32.6422,Egypt,202232.0
Tarakan,3.3,117.6333,Indonesia,201635.0
Santa Barbara,34.4285,-119.7202,United States,202401.0
Gainesville,29.6804,-82.3458,United States,202335.0
Las Tunas,20.9667,-76.95,Cuba,202105.0
Al Khawr,25.69,51.51,Qatar,202031.0
Lyubertsy,55.6814,37.8939,Russia,197705.0
Matsue,35.4681,133.0486,Japan,201802.0
Sosnowiec,50.3,19.1667,Poland,199974.0
Arica,-18.4784,-70.3211,Chile,202131.0
Al Khums,32.6604,14.26,Libya,201943.0
Almería,36.8403,-2.4681,Spain,201322.0
Huacho,-11.1083,-77.6083,Peru,200585.0
Debrecen,47.53,21.6392,Hungary,201432.0
Nandyāl,15.48,78.48,India,200516.0
Cajamarca,-7.1644,-78.5106,Peru,201329.0
Huntington,40.8522,-73.3824,United States,201718.0
Croydon,51.3727,-0.1099,United Kingdom,192064.0
Lashkar Gāh,31.5938,64.3716,Afghanistan,201546.0
Haldia,22.0257,88.0583,India,200762.0
San Pablo de las Salinas,19.6656,-99.0917,Mexico,189453.0
Mai’Adua,13.1906,8.2117,Nigeria,201178.0
Jacobabad,28.2769,68.4514,Pakistan,200815.0
Tokat,40.3097,36.5542,Turkey,201294.0
Qyzylorda,44.8479,65.4999,Kazakhstan,200900.0
Néma,16.6171,-7.25,Mauritania,200000.0
Olympia,47.0417,-122.8959,United States,200915.0
Gurgaon,28.45,77.02,India,197340.0
Guacara,10.2261,-67.877,Venezuela,200212.0
Liège,50.6397,5.5706,Belgium,197885.0
Oulu,65.0142,25.4719,Finland,200526.0
Frisco,33.1555,-96.8215,United States,200490.0
Isidro Casanova,-34.7,-58.5833,Argentina,190696.0
Maīmanah,35.9302,64.7701,Afghanistan,199795.0
Yonkers,40.9466,-73.8674,United States,200370.0
Rio Claro,-22.4108,-47.5608,Brazil,199961.0
Norwich,41.5495,-72.0882,United States,200289.0
Az Zāwīyah,32.7604,12.72,Libya,200000.0
Bulandshahr,28.4104,77.8484,India,198612.0
Kasama,-10.1996,31.1799,Zambia,200000.0
Puerto Cortés,15.8833,-87.95,Honduras,200000.0
Kouribga,32.88,-6.9,Morocco,196196.0
Lahad Datu,5.03,118.34,Malaysia,199830.0
Bojnūrd,37.4667,57.3333,Iran,199791.0
Pagadian,7.8333,123.4333,Philippines,199060.0
Fuenlabrada,40.2833,-3.8,Spain,194514.0
Banja Luka,44.7667,17.1833,Bosnia And Herzegovina,199191.0
Glendale,34.1818,-118.2468,United States,199303.0
Huntington Beach,33.696,-118.0025,United States,199223.0
Baharampur,24.1,88.25,India,195223.0
Taranto,40.4181,17.2408,Italy,198283.0
Brescia,45.5389,10.2203,Italy,196745.0
Logroño,42.465,-2.4456,Spain,197000.0
Ashino,42.975,144.3747,Japan,198566.0
Martapura,-3.4135,114.8365,Indonesia,198239.0
Chakradharpur,22.7,85.63,India,197953.0
Deltona,28.905,-81.2137,United States,198361.0
Chilpancingo,17.55,-99.5,Mexico,187251.0
Naga City,13.6167,123.1667,Philippines,196003.0
Richmond,49.1667,-123.1333,Canada,198309.0
Holon,32.0167,34.7667,Israel,188834.0
Gemena,3.25,19.7667,Congo (Kinshasa),198056.0
Tocuyito,10.0889,-68.0922,Venezuela,197446.0
Oradea,47.0722,21.9211,Romania,196367.0
Legazpi City,13.1333,123.7333,Philippines,196639.0
Hedong,42.5404,129.0039,China,197885.0
Madhyamgram,22.7,88.45,India,196127.0
Aurora,41.7637,-88.2901,United States,197757.0
Bhiwāni,28.7833,76.1333,India,197662.0
Burhānpur,21.3004,76.13,India,197233.0
Higashi-Hiroshima,34.4167,132.7333,Japan,197347.0
Mbanza-Ngungu,-5.2496,14.86,Congo (Kinshasa),197545.0
Huánuco,-9.9294,-76.2397,Peru,196627.0
Hino,35.6714,139.395,Japan,190598.0
Zipaquirá,5.0247,-74.0014,Colombia,196409.0
Béni Mellal,32.3394,-6.3608,Morocco,192676.0
Prokopyevsk,53.8833,86.7167,Russia,196406.0
Rajin,42.3444,130.3844,"Korea, North",196954.0
Ghāndīnagar,23.22,72.68,India,195891.0
Eldoret,0.5167,35.2833,Kenya,193830.0
Kusŏng,39.9667,125.1667,"Korea, North",196515.0
Sūhāj,26.5606,31.6917,Egypt,193931.0
Khammam,17.25,80.15,India,196283.0
Kırıkkale,39.8417,33.5139,Turkey,196645.0
Parma,44.8015,10.328,Italy,195687.0
Suzuka,34.8822,136.5842,Japan,195250.0
Brikama,13.2804,-16.6599,"Gambia, The",195136.0
Acarigua,9.5597,-69.2019,Venezuela,195637.0
Hugli,22.9,88.39,India,179931.0
Viranşehir,37.2306,39.7653,Turkey,195910.0
San Luis Río Colorado,32.4767,-114.7625,Mexico,192739.0
Iskandar,41.5507,69.6807,Uzbekistan,195633.0
Tempe,33.3881,-111.9318,United States,195805.0
Naka,37.4504,138.86,Japan,195318.0
Leganés,40.3281,-3.7644,Spain,191114.0
Kenema,7.8833,-11.1833,Sierra Leone,188463.0
La Serena,-29.9027,-71.252,Chile,195382.0
Overland Park,38.887,-94.687,United States,195494.0
Bandar-e Būshehr,28.9667,50.8333,Iran,195222.0
Prato,43.8808,11.0966,Italy,193325.0
Cholula de Rivadabia,19.0633,-98.3064,Mexico,193554.0
Anseong,37.0078,127.2797,"Korea, South",194765.0
Yuzhno-Sakhalinsk,46.95,142.7333,Russia,194882.0
Richmond Hill,43.8667,-79.4333,Canada,195022.0
Desē,11.1333,39.6333,Ethiopia,187900.0
Gorontalo,0.5411,123.0594,Indonesia,191897.0
Grand Prairie,32.6872,-97.0209,United States,194543.0
Quelimane,-17.8764,36.8872,Mozambique,192876.0
Tébessa,35.4,8.1167,Algeria,194461.0
Kumagaya,36.1472,139.3886,Japan,193190.0
Al Jahrā’,29.3375,47.6581,Kuwait,194193.0
Karaman,37.1833,33.2167,Turkey,194018.0
La Plata,-34.9333,-57.95,Argentina,193144.0
San Juan Sacatepéquez,14.7189,-90.6442,Guatemala,193000.0
Cap-Haïtien,19.75,-72.2,Haiti,190289.0
Oakville,43.45,-79.6833,Canada,193832.0
Sunrise Manor,36.1785,-115.049,United States,193781.0
Muar,2.05,102.56,Malaysia,191346.0
Godoy Cruz,-32.9167,-68.8333,Argentina,191299.0
Muş,38.7333,41.4911,Turkey,193394.0
Hyesan,41.4,128.1833,"Korea, North",192680.0
Kielce,50.8725,20.6319,Poland,191605.0
Arapiraca,-9.7525,-36.6611,Brazil,187668.0
Valencia,7.9,125.0833,Philippines,192993.0
Araçatuba,-21.2089,-50.4328,Brazil,192757.0
Swindon,51.56,-1.78,United Kingdom,192599.0
Castanhal,-1.2969,-47.9219,Brazil,192571.0
Guanare,9.0436,-69.7489,Venezuela,192644.0
Waco,31.5598,-97.1881,United States,192315.0
Basildon,51.5761,0.4886,United Kingdom,185900.0
Madiun,-7.63,111.5231,Indonesia,186099.0
Valera,9.3206,-70.6078,Venezuela,191167.0
Mahbūbnagar,16.7333,77.9833,India,190400.0
Pasuruan,-7.6406,112.9065,Indonesia,186262.0
Aydın,37.8481,27.8453,Turkey,191037.0
Shibīn al Kawm,30.592,30.9,Egypt,182900.0
Armavir,45.0,41.1167,Russia,190709.0
Nova Friburgo,-22.2819,-42.5308,Brazil,191158.0
Donostia,43.32,-1.98,Spain,188240.0
Balakovo,52.039,47.7839,Russia,191260.0
Batu,-7.8672,112.5239,Indonesia,190184.0
Anjōmachi,34.9667,137.0833,Japan,188801.0
Salinas,36.6884,-121.6317,United States,190972.0
Mwene-Ditu,-7.0,23.45,Congo (Kinshasa),189177.0
Sơn Tây,21.1382,105.505,Vietnam,189547.0
Ferraz de Vasconcelos,-23.5411,-46.3689,Brazil,184700.0
Santa Bárbara d’Oeste,-22.7539,-47.4139,Brazil,190139.0
Saddiqabad,28.3006,70.1302,Pakistan,189876.0
Rybinsk,58.05,38.8333,Russia,190429.0
Chŏngju,39.65,125.3333,"Korea, North",189742.0
Hagen,51.3594,7.475,Germany,188814.0
Ngaoundéré,7.3214,13.5839,Cameroon,189800.0
Potosí,-19.5833,-65.75,Bolivia,189652.0
San Carlos City,15.9281,120.3489,Philippines,188571.0
Pak Kret,13.9125,100.4978,Thailand,184501.0
Waterbury,41.5583,-73.0361,United States,189614.0
Donghua,35.2175,106.6545,China,189333.0
Parakou,9.34,2.62,Benin,188853.0
Mutare,-18.9728,32.6694,Zimbabwe,188243.0
Mataró,41.5421,2.4445,Spain,183293.0
Narsingdi,23.9,90.7167,Bangladesh,185128.0
Pinar del Río,22.4122,-83.6719,Cuba,188614.0
Clarksville,36.5695,-87.342,United States,188746.0
Rāiganj,25.6167,88.1167,India,183612.0
Tachikawa,35.6939,139.4194,Japan,181115.0
Prabumulih,-3.4328,104.2356,Indonesia,188082.0
Angra dos Reis,-23.0069,-44.3178,Brazil,188276.0
San Francisco de Macorís,19.3,-70.25,Dominican Republic,188118.0
Al Ḩasakah,36.5117,40.7422,Syria,188160.0
Turku,60.4517,22.27,Finland,187604.0
Guatire,10.4717,-66.5406,Venezuela,187262.0
Iquique,-20.2141,-70.1524,Chile,188003.0
Cedar Rapids,41.9665,-91.6782,United States,188038.0
Kōfu,35.6667,138.5667,Japan,187144.0
San Diego,10.2558,-67.9539,Venezuela,187215.0
Gharyān,32.1669,13.0167,Libya,187854.0
Tottori,35.5011,134.235,Japan,187323.0
Bournemouth,50.72,-1.88,United Kingdom,183491.0
Chaedŏk,40.6723,129.2027,"Korea, North",187270.0
Jōetsu,37.15,138.2333,Japan,187291.0
Prizren,42.2167,20.7333,Kosovo,186986.0
Sioux Falls,43.5397,-96.732,United States,187239.0
Kairouan,35.6833,10.1,Tunisia,186653.0
Shendi,16.6805,33.42,Sudan,186611.0
Izuo,34.4836,135.4236,Japan,184299.0
Reims,49.2628,4.0347,France,182460.0
Modena,44.6458,10.9257,Italy,185273.0
Ed Damazin,11.7704,34.35,Sudan,186051.0
Khŭjand,40.2833,69.6167,Tajikistan,181600.0
El Jadid,33.2566,-8.5025,Morocco,180470.0
Dunhuang,40.1411,94.6616,China,186027.0
Huntington,38.4109,-82.4344,United States,186034.0
Mahesāna,23.6,72.4,India,184991.0
Guri,37.5947,127.1428,"Korea, South",180063.0
Jamaame,0.0722,42.7506,Somalia,185270.0
Panabo,7.3,125.6833,Philippines,184599.0
Breda,51.5875,4.775,Netherlands,183873.0
Ādoni,15.63,77.28,India,184625.0
Semnān,35.5833,53.3833,Iran,185129.0
Temirtaū,50.0667,72.9667,Kazakhstan,185082.0
Basel,47.5606,7.5906,Switzerland,177595.0
Yei,4.0904,30.68,South Sudan,185000.0
Ontario,34.0393,-117.6064,United States,185010.0
Luzhang,25.8519,98.8562,China,184835.0
Hagerstown,39.6401,-77.7217,United States,184755.0
Al Qāmishlī,37.05,41.2167,Syria,184231.0
Ibirité,-20.0219,-44.0589,Brazil,182153.0
Manzanillo,19.0522,-104.3158,Mexico,184541.0
Erie,42.1168,-80.0733,United States,184484.0
Teresópolis,-22.4119,-42.9658,Brazil,184240.0
